Chr	Start	End	GeneID	Symbol	Description	Region	DistanceTSS	logFC	pValue	FDR	Direction
chr16	55895718	55896118	ENSMUSG00000052917	Senp7	SUMO1/sentrin specific peptidase 7	Promoter (<=1kb)	0	0.525723359409642	0.00139533615980576	0.00385238120738975	treated
chr12	12312119	12312519	ENSMUSG00000020589	Cyria	CYFIP related Rac1 interactor A	Promoter (<=1kb)	0	0.7369989451272642	0.00139608732276422	0.0038537278362340602	treated
chr6	120813106	120813506	ENSMUSG00000009112	Bcl2l13	BCL2-like 13 (apoptosis facilitator)	Promoter (<=1kb)	0	0.4630334222419629	0.00139940513336724	0.00386215753653325	treated
chr4	62007801	62008201	ENSMUSG00000066154	Mup3	major urinary protein 3	Promoter (2-3kb)	-2247	-0.6128084898493511	0.00140017909123963	0.0038635647123417102	control
chr10	58282632	58283032	ENSMUSG00000003226	Ranbp2	RAN binding protein 2	Promoter (<=1kb)	0	0.47016083728190294	0.0014023789651092901	0.0038678907247650797	treated
chr6	83294257	83294657	ENSMUSG00000005667	Mthfd2	methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase	Promoter (<=1kb)	0	0.5008441252156629	0.0014025297527414302	0.0038678907247650797	treated
chr7	66339615	66340015	ENSMUSG00000053091	Lins1	lines homolog 1	Promoter (<=1kb)	0	0.45357535902235796	0.00140254000648522	0.0038678907247650797	treated
chr14	120715264	120715664	ENSMUSG00000051615	Rap2a	RAS related protein 2a	Promoter (<=1kb)	-209	0.42955219883372203	0.0014028662612130599	0.00386806132709143	treated
chr11	102297989	102298389	ENSMUSG00000018677	Slc25a39	solute carrier family 25, member 39	Promoter (<=1kb)	0	0.454829889542833	0.0014042751666477802	0.0038708115717636204	treated
chr7	141035185	141035585	ENSMUSG00000025509	Pnpla2	patatin-like phospholipase domain containing 2	Promoter (<=1kb)	84	0.413913078855664	0.0014043928792154	0.0038708115717636204	treated
chr15	8474110	8474510	ENSMUSG00000022141	Nipbl	NIPBL cohesin loading factor	Promoter (<=1kb)	-163	0.484721231770394	0.0014061839477916699	0.00387501811192168	treated
chr15	53209461	53209861	ENSMUSG00000061731	Ext1	exostosin glycosyltransferase 1	Promoter (<=1kb)	0	0.41783702170986203	0.00140761690152809	0.0038781726479345103	treated
chr3	145355313	145355713	ENSMUSG00000028195	Ccn1	cellular communication network factor 1	Promoter (<=1kb)	27	0.4414997455071	0.0014079473373326099	0.0038781726479345103	treated
chr7	35017527	35017927	ENSMUSG00000063808	Gpatch1	G patch domain containing 1	Promoter (<=1kb)	0	0.45780351610709397	0.00140812393067861	0.0038781726479345103	treated
chr11	59838954	59839354	ENSMUSG00000085260	Med9os	mediator complex subunit 9, opposite strand	Promoter (<=1kb)	0	0.3799778494643711	0.00140848953090853	0.00387844943293653	treated
chr15	75952432	75952832	ENSMUSG00000002524	Puf60	poly-U binding splicing factor 60	Promoter (<=1kb)	0	0.439819309844829	0.0014103496826559801	0.00388284077103067	treated
chr8	87350851	87351251	ENSMUSG00000047866	Lonp2	lon peptidase 2, peroxisomal	Promoter (<=1kb)	179	0.511274061126051	0.00141261005803496	0.00388833210706519	treated
chr11	86248723	86249123	ENSMUSG00000034297	Med13	mediator complex subunit 13	Promoter (<=1kb)	-301	0.47088387282171296	0.0014149509802060401	0.0038940430474820003	treated
chr8	71325808	71326208	ENSMUSG00000007721	Ccdc124	coiled-coil domain containing 124	Promoter (<=1kb)	0	0.385221164455585	0.00141779938054034	0.00390114819208298	treated
chr10	74802896	74803296	ENSMUSG00000040009	Gnaz	guanine nucleotide binding protein, alpha z subunit	Promoter (<=1kb)	0	0.589351807302743	0.00141999481783605	0.0039064543409066295	treated
chr11	98290982	98291382	ENSMUSG00000038208	Pgap3	post-GPI attachment to proteins 3	Promoter (<=1kb)	0	0.391573233755941	0.00142383195526938	0.003916274018723629	treated
chr16	97763509	97763909	ENSMUSG00000046962	Zbtb21	zinc finger and BTB domain containing 21	Promoter (<=1kb)	0	0.48275167402089497	0.0014242929225366401	0.00391680553697577	treated
chr4	126156078	126156478	ENSMUSG00000028847	Trappc3	trafficking protein particle complex 3	Promoter (<=1kb)	0	0.451759003724448	0.00142737961833319	0.003924556251872689	treated
chr7	118311715	118312115	ENSMUSG00000033904	Ccp110	centriolar coiled coil protein 110	Promoter (<=1kb)	0	0.433342454062542	0.00143101894097415	0.00393343016602338	treated
chr7	16472270	16472670	ENSMUSG00000008036	Ap2s1	adaptor-related protein complex 2, sigma 1 subunit	Promoter (<=1kb)	0	0.457351282853758	0.0014311448239058401	0.00393343016602338	treated
chr1	84817489	84817889	ENSMUSG00000073633	Fbxo36	F-box protein 36	Promoter (<=1kb)	0	0.463609825222065	0.00143145572213125	0.00393354568271603	treated
chr4	110208562	110208962	ENSMUSG00000028546	Elavl4	ELAV like RNA binding protein 4	Promoter (<=1kb)	146	0.750203950675143	0.0014326555505278801	0.00393610341863341	treated
chr4	115874587	115874987	ENSMUSG00000034171	Faah	fatty acid amide hydrolase	Promoter (<=1kb)	134	0.538015284326605	0.00143301571711324	0.00393635372537865	treated
chr5	52940346	52940746	ENSMUSG00000029179	Zcchc4	zinc finger, CCHC domain containing 4	Promoter (<=1kb)	0	0.42652825672108896	0.00143331209535241	0.003936428750705039	treated
chr1	82294260	82294660	ENSMUSG00000026142	Rhbdd1	rhomboid domain containing 1	Promoter (<=1kb)	0	0.46333953622010904	0.00143470533240038	0.00393951558052131	treated
chr4	139038003	139038403	ENSMUSG00000028743	Akr7a5	aldo-keto reductase family 7, member A5 (aflatoxin aldehyde reductase)	Promoter (<=1kb)	0	0.48357561082108297	0.00143542783084038	0.00394075983584064	treated
chr6	54016895	54017295	ENSMUSG00000004633	Chn2	chimerin 2	Promoter (<=1kb)	0	0.450210719966937	0.00143576258719688	0.00394093933408826	treated
chr12	31401059	31401459	ENSMUSG00000020664	Dld	dihydrolipoamide dehydrogenase	Promoter (<=1kb)	11	0.49863250725814	0.00143721212189779	0.0039441780797907795	treated
chr17	45883764	45884164	ENSMUSG00000023944	Hsp90ab1	heat shock protein 90 alpha (cytosolic), class B member 1	Promoter (<=1kb)	23	0.530349088735573	0.0014388523055464	0.00394793871533079	treated
chr15	89024360	89024760	ENSMUSG00000022610	Mapk12	mitogen-activated protein kinase 12	Promoter (<=1kb)	146	0.6640638762939711	0.00144189643157005	0.00395554937068626	treated
chr1	59521555	59521955	ENSMUSG00000041075	Fzd7	frizzled class receptor 7	Promoter (<=1kb)	249	0.5128977872898901	0.00144374041121921	0.00395912318952896	treated
chr13	18167512	18167912	ENSMUSG00000075054	Yae1d1	Yae1 domain containing 1	Promoter (<=1kb)	24	0.43143402701408	0.00144534400486265	0.00396277788439667	treated
chr5	130251106	130251506	ENSMUSG00000053094	Tmem248	transmembrane protein 248	Promoter (<=1kb)	0	0.505971735820989	0.00144628132094385	0.00396460478272597	treated
chr11	5048533	5048933	ENSMUSG00000009079	Ewsr1	Ewing sarcoma breakpoint region 1	Promoter (<=1kb)	163	0.546493572651682	0.00144749910291584	0.00396649421283482	treated
chr1	164285219	164285619	ENSMUSG00000026576	Atp1b1	ATPase, Na+/K+ transporting, beta 1 polypeptide	Promoter (<=1kb)	305	0.435167878557261	0.00144751282312543	0.00396649421283482	treated
chr5	134212962	134213362	ENSMUSG00000015942	Gtf2ird2	GTF2I repeat domain containing 2	Promoter (<=1kb)	85	0.464520139030581	0.00144893119110033	0.00396889408833512	treated
chr7	80510596	80510996	ENSMUSG00000038797	Zscan2	zinc finger and SCAN domain containing 2	Promoter (<=1kb)	0	0.43231251300635204	0.00145102543502815	0.00397388658076785	treated
chr9	107862783	107863183	ENSMUSG00000042106	Inka1	inka box actin regulator 1	Promoter (<=1kb)	0	0.557208483034119	0.0014515002603951801	0.00397444297390632	treated
chr9	57672085	57672485	ENSMUSG00000032316	Clk3	CDC-like kinase 3	Promoter (<=1kb)	0	0.46225837499652295	0.00145224316560559	0.003975733067516789	treated
chr3	58484134	58484534	ENSMUSG00000075700	Selenot	selenoprotein T	Promoter (<=1kb)	77	0.537930100323846	0.00145320308537331	0.00397761667708354	treated
chr5	147366925	147367325	ENSMUSG00000029647	Pan3	PAN3 poly(A) specific ribonuclease subunit	Promoter (<=1kb)	0	0.464754434925486	0.00145516121645478	0.00398223131252027	treated
chr11	75623813	75624213	ENSMUSG00000020849	Ywhae	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	Promoter (<=1kb)	100	0.502413678431766	0.0014587167924855699	0.0039900037926228794	treated
chr15	58077991	58078391	ENSMUSG00000022358	Fbxo32	F-box protein 32	Promoter (<=1kb)	0	0.452979157033971	0.00145881956847162	0.0039900037926228794	treated
chr7	105459878	105460278	ENSMUSG00000030879	Mrpl17	mitochondrial ribosomal protein L17	Promoter (<=1kb)	16	0.448694721314663	0.00146020936731633	0.00399305851286691	treated
chr4	131601018	131601418	ENSMUSG00000028911	Srsf4	serine and arginine-rich splicing factor 4	Promoter (<=1kb)	0	0.529516122468157	0.00146111346108255	0.00399463646466698	treated
chr8	11605526	11605926	ENSMUSG00000045969	Ing1	inhibitor of growth family, member 1	Promoter (<=1kb)	0	0.459570729654928	0.00146133249206409	0.00399463646466698	treated
chr11	106391694	106392094	ENSMUSG00000065126	Snord104	small nucleolar RNA, C/D box 104	Promoter (<=1kb)	0	0.425548961291621	0.00146633330084245	0.004007557666976479	treated
chr9	86349381	86349781	ENSMUSG00000034973	Dop1a	DOP1 leucine zipper like protein A	Promoter (<=1kb)	174	0.490750655380646	0.00146746215036723	0.0040098937728562795	treated
chr6	91133700	91134100	ENSMUSG00000034245	Hdac11	histone deacetylase 11	Promoter (<=1kb)	0	0.44255022968595603	0.0014685767241165	0.004012190004449	treated
chr16	3895355	3895755	ENSMUSG00000005981	Trap1	TNF receptor-associated protein 1	Promoter (<=1kb)	0	0.44719242961084205	0.0014717022998635	0.00401997846284598	treated
chr11	100751220	100751620	ENSMUSG00000004043	Stat5a	signal transducer and activator of transcription 5A	Promoter (<=1kb)	0	0.43355140295705796	0.00147283512526184	0.00402232179999641	treated
chr11	95750061	95750461	ENSMUSG00000086015	4833417C18Rik	RIKEN cDNA 4833417C18 gene	Promoter (<=1kb)	418	0.436086034934981	0.0014748537113777	0.00402649494367347	treated
chr19	60778649	60779049	ENSMUSG00000024991	Eif3a	eukaryotic translation initiation factor 3, subunit A	Promoter (<=1kb)	82	0.58331287186963	0.00147491362974341	0.00402649494367347	treated
chr5	121731260	121731660	ENSMUSG00000029455	Aldh2	aldehyde dehydrogenase 2, mitochondrial	Promoter (<=1kb)	227	0.5031101725759279	0.00147577113502633	0.00402733290532273	treated
chr11	115272662	115273062	ENSMUSG00000050910	Cdr2l	cerebellar degeneration-related protein 2-like	Promoter (<=1kb)	0	0.467252019113342	0.0014781239748280599	0.00403253948488313	treated
chr15	57558252	57558652	ENSMUSG00000071757	Zhx2	zinc fingers and homeoboxes 2	Promoter (<=1kb)	189	0.5350641195979811	0.0014782302978419801	0.00403253948488313	treated
chr4	46535782	46536182	ENSMUSG00000085990	Gm16731	predicted gene, 16731	Promoter (<=1kb)	0	0.402599307642969	0.00148028411062975	0.00403738936213894	treated
chr9	50570523	50570923	ENSMUSG00000000168	Dlat	dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)	Promoter (<=1kb)	157	0.46548272502177096	0.00148196183199877	0.0040412118550124795	treated
chr17	35200774	35201174	ENSMUSG00000007050	Lsm2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated	Promoter (<=1kb)	0	0.4301194827743401	0.001483315670839	0.00404414988154577	treated
chr15	36609449	36609849	ENSMUSG00000022283	Pabpc1	poly(A) binding protein, cytoplasmic 1	Promoter (<=1kb)	-232	0.45235610478101	0.00148366961385399	0.004044361179557279	treated
chr8	123829076	123829476	ENSMUSG00000000740	Rpl13	ribosomal protein L13	Promoter (<=1kb)	0	0.41129664023282797	0.00148770045710049	0.00405459345890092	treated
chr17	47747491	47747891	ENSMUSG00000034382	AI661453	expressed sequence AI661453	Promoter (<=1kb)	0	0.40815812995315703	0.00148801361223192	0.00405469159004525	treated
chr18	10706754	10707154	ENSMUSG00000097387	4930563E18Rik	RIKEN cDNA 4930563E18 gene	Promoter (<=1kb)	0	0.385318799796336	0.00148969316531255	0.00405775665770297	treated
chr15	95688704	95689104	ENSMUSG00000064210	Ano6	anoctamin 6	Promoter (<=1kb)	0	0.5066102699467561	0.00149075877873184	0.00405976424448594	treated
chr9	109946463	109946863	ENSMUSG00000032480	Dhx30	DEAH (Asp-Glu-Ala-His) box polypeptide 30	Promoter (<=1kb)	0	0.467936417386935	0.00149098518698722	0.00405976424448594	treated
chr13	3684014	3684414	ENSMUSG00000033781	Asb13	ankyrin repeat and SOCS box-containing 13	Promoter (<=1kb)	0	0.466469561700296	0.0014913047828746802	0.0040598788562442294	treated
chr2	34715863	34716263	ENSMUSG00000035949	Fbxw2	F-box and WD-40 domain protein 2	Promoter (<=1kb)	0	0.43666399771154707	0.0014921407002612599	0.0040606433119089	treated
chr5	145076518	145076918	ENSMUSG00000029623	Pdap1	PDGFA associated protein 1	Promoter (<=1kb)	0	0.44000768752851205	0.0014927129792620599	0.00406144520859289	treated
chr9	89996004	89996404	ENSMUSG00000062270	Morf4l1	mortality factor 4 like 1	Promoter (<=1kb)	469	0.539292823427054	0.00149694502236277	0.00407220261754692	treated
chr19	60744270	60744670	ENSMUSG00000072437	Nanos1	nanos C2HC-type zinc finger 1	Promoter (<=1kb)	0	0.632221783920383	0.00150224208199456	0.00408585269744941	treated
chr4	134641931	134642331	ENSMUSG00000028822	Tmem50a	transmembrane protein 50A	Promoter (<=1kb)	0	0.413990899894514	0.00150268914240375	0.004086308950439929	treated
chr5	76677090	76677490	ENSMUSG00000036435	Exoc1	exocyst complex component 1	Promoter (<=1kb)	0	0.4678277517515171	0.0015033764256553901	0.00408741815784025	treated
chr8	61435724	61436124	ENSMUSG00000004319	Clcn3	chloride channel, voltage-sensitive 3	Promoter (<=1kb)	221	0.48895525854916105	0.00150716261441586	0.00409695077088518	treated
chr8	71291814	71292214	ENSMUSG00000002910	Arrdc2	arrestin domain containing 2	Promoter (<=1kb)	150	0.386996671334917	0.00150774054274635	0.00409776038275665	treated
chr11	94218815	94219215	ENSMUSG00000020864	Ankrd40	ankyrin repeat domain 40	Promoter (<=1kb)	0	0.437484233372296	0.00151187317553614	0.00410822892980938	treated
chr10	89342200	89342600	ENSMUSG00000047638	Nr1h4	nuclear receptor subfamily 1, group H, member 4	Promoter (<=1kb)	0	-0.661904614250085	0.00151584103028147	0.004118245918851979	control
chr5	129802314	129802714	ENSMUSG00000029432	Nipsnap2	nipsnap homolog 2	Promoter (<=1kb)	175	0.44012351566210905	0.0015177654871793	0.00412270870357096	treated
chr6	92068451	92068851	ENSMUSG00000005893	Nr2c2	nuclear receptor subfamily 2, group C, member 2	Promoter (<=1kb)	52	0.53301683678294	0.00151936412133583	0.00412628496290018	treated
chr8	106484930	106485330	ENSMUSG00000013150	Gfod2	glucose-fructose oxidoreductase domain containing 2	Promoter (<=1kb)	0	0.39877516900959203	0.00152046931728065	0.00412852006529619	treated
chr15	101071399	101071799	ENSMUSG00000000532	Acvr1b	activin A receptor, type 1B	Promoter (<=1kb)	-154	0.39797236201398	0.0015208545542379302	0.00412879980116923	treated
chr4	140688611	140689011	ENSMUSG00000009863	Sdhb	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	Promoter (<=1kb)	29	0.43612010945583796	0.00152137524920006	0.00412944710497159	treated
chr17	36568308	36568708	ENSMUSG00000024446	Rpp21	ribonuclease P 21 subunit	Promoter (<=1kb)	30	0.475591860487248	0.00152814045379876	0.00414704040791613	treated
chr17	25069481	25069881	ENSMUSG00000024158	Hagh	hydroxyacyl glutathione hydrolase	Promoter (<=1kb)	0	0.422109842427748	0.00152935503912744	0.0041495668068313105	treated
chr15	78912270	78912670	ENSMUSG00000096210	H1f0	H1.0 linker histone	Promoter (<=1kb)	0	0.47811170579838597	0.00152997697033161	0.00415048453104977	treated
chr6	135144768	135145168	ENSMUSG00000042770	Hebp1	heme binding protein 1	Promoter (<=1kb)	45	0.434580683789759	0.00153029845266419	0.00415058701566132	treated
chr3	131195671	131196071	ENSMUSG00000050931	Sgms2	sphingomyelin synthase 2	Promoter (<=1kb)	0	0.513055311803538	0.00153234098346657	0.00415458646925795	treated
chr17	56381658	56382058	ENSMUSG00000019578	Ubxn6	UBX domain protein 6	Promoter (<=1kb)	0	0.379144144429776	0.0015351468445691698	0.00416126579821275	treated
chr17	31730932	31731332	ENSMUSG00000024037	Wdr4	WD repeat domain 4	Promoter (<=1kb)	129	0.417096444070419	0.00153537339567686	0.00416126579821275	treated
chr9	121686706	121687106	ENSMUSG00000111079	Gm47112	predicted gene, 47112	Promoter (<=1kb)	0	0.40146139006938897	0.00153614338062123	0.00416258152592861	treated
chr5	88702219	88702619	ENSMUSG00000070697	Utp3	UTP3 small subunit processome component	Promoter (<=1kb)	0	0.44303325044409203	0.0015394543201243099	0.00417078087100346	treated
chr12	70273899	70274299	ENSMUSG00000021069	Pygl	liver glycogen phosphorylase	Promoter (<=1kb)	158	0.47801948509449294	0.00154045752539999	0.004172726087132371	treated
chr2	25114260	25114660	ENSMUSG00000036752	Tubb4b	tubulin, beta 4B class IVB	Promoter (<=1kb)	54	0.47818141741928294	0.00154207548967577	0.00417633550795197	treated
chr1	78465166	78465566	ENSMUSG00000026245	Farsb	phenylalanyl-tRNA synthetase, beta subunit	Promoter (<=1kb)	0	0.436235960876094	0.00154282266772892	0.00417705594030728	treated
chr1	64656126	64656526	ENSMUSG00000025956	Mettl21a	methyltransferase like 21A	Promoter (<=1kb)	397	0.4025185275176	0.0015429125291469901	0.00417705594030728	treated
chr5	124583477	124583877	ENSMUSG00000049327	Kmt5a	lysine methyltransferase 5A	Promoter (<=1kb)	0	0.47435452824663793	0.00154496319918775	0.00418183378429544	treated
chr3	82933376	82933776	ENSMUSG00000028001	Fga	fibrinogen alpha chain	Promoter (<=1kb)	0	-0.750401457602085	0.00154628963500086	0.00418464990012256	control
chr11	117739634	117740034	ENSMUSG00000017716	Birc5	baculoviral IAP repeat-containing 5	Promoter (<=1kb)	-29	0.394078484541432	0.0015506410484459401	0.0041956498129765395	treated
chr13	96524742	96525142	ENSMUSG00000021671	Poc5	POC5 centriolar protein	Promoter (<=1kb)	0	0.427837109701829	0.00155312505180069	0.00420159384390609	treated
chr11	57535891	57536291	ENSMUSG00000020520	Galnt10	polypeptide N-acetylgalactosaminyltransferase 10	Promoter (<=1kb)	0	0.4557570582341961	0.00155342298190156	0.00420162289244219	treated
chr16	38342692	38343092	ENSMUSG00000002846	Timmdc1	translocase of inner mitochondrial membrane domain containing 1	Promoter (<=1kb)	0	0.48693609423428796	0.00155841090141972	0.004214334840623011	treated
chr15	26895167	26895567	ENSMUSG00000043556	Fbxl7	F-box and leucine-rich repeat protein 7	Promoter (<=1kb)	83	0.740532972519653	0.00156143438644805	0.00422173074731749	treated
chrX	167456510	167456910	ENSMUSG00000031358	Msl3	MSL complex subunit 3	Promoter (<=1kb)	0	0.47175010056781397	0.00156245870944481	0.004223719682035771	treated
chr1	166081616	166082016	ENSMUSG00000040612	Ildr2	immunoglobulin-like domain containing receptor 2	Promoter (<=1kb)	0	0.49859098167904997	0.0015632049598679801	0.00422495632050037	treated
chr8	72124077	72124477	ENSMUSG00000034799	Unc13a	unc-13 homolog A	Promoter (<=1kb)	0	0.578930245406035	0.00157103013444139	0.004244537556210071	treated
